record_id,shipment_id,status,update_timestamp,location,notes
RCD03930,SHP01242,arrived_at_hub,2023-08-02 01:24:00,Hub Balikpapan,
RCD03931,SHP01242,delivered,2023-08-02 04:00:00,Balikpapan,Berhasil diserahkan ke penerima
RCD03932,SHP01243,pickup_confirmed,2023-12-26 00:00:00,Jakarta,Paket dijemput kurir
RCD03933,SHP01243,out_for_delivery,2023-12-26 00:47:00,Solo,Paket siap diantar ke alamat tujuan
RCD03934,SHP01243,delivered,2023-12-26 00:57:00,Solo,Paket diterima oleh penerima
RCD03935,SHP01244,pickup_confirmed,2022-10-28 00:00:00,Semarang,Pickup confirmed di lokasi pengirim
RCD03936,SHP01244,arrived_at_hub,2022-10-29 01:50:00,Hub Malang,Sorting di hub Malang
RCD03937,SHP01244,delivered,2022-10-29 14:57:00,Malang,Paket diterima oleh penerima
RCD03938,SHP01245,pickup_confirmed,2023-08-03 00:00:00,Surabaya,Kurir telah menjemput paket
RCD03939,SHP01245,out_for_delivery,2023-08-05 23:57:00,Medan,Kurir berangkat untuk pengantaran
RCD03940,SHP01245,delivered,2023-08-10 14:00:00,Medan,Delivered successfully
RCD03941,SHP01246,pickup_confirmed,2022-08-27 00:00:00,Bandung,Paket dijemput kurir
RCD03942,SHP01246,out_for_delivery,2022-08-29 03:21:00,Denpasar,Out for delivery
RCD03943,SHP01246,delivered,2022-08-30 04:03:00,Denpasar,Delivered successfully
RCD03944,SHP01247,pickup_confirmed,2022-03-06 00:00:00,Denpasar,Kurir telah menjemput paket
RCD03945,SHP01247,in_transit,2022-03-06 09:00:00,Transit Denpasar,Transit menuju kota tujuan
RCD03946,SHP01247,arrived_at_hub,2022-03-06 20:58:00,Hub Lombok,Arrived at distribution center
RCD03947,SHP01247,out_for_delivery,2022-03-06 23:34:00,Lombok,Paket siap diantar ke alamat tujuan
RCD03948,SHP01247,delivered,2022-03-07 13:30:00,Lombok,Paket diterima oleh penerima
RCD03949,SHP01248,pickup_confirmed,2024-08-27 00:00:00,Bandung,Pickup confirmed di lokasi pengirim
RCD03950,SHP01248,delivered,2024-08-29 08:50:00,Semarang,Paket diterima oleh penerima
RCD03951,SHP01249,pickup_confirmed,2023-01-22 00:00:00,Jakarta,Pickup confirmed di lokasi pengirim
RCD03952,SHP01249,in_transit,2023-01-22 22:32:00,Transit Jakarta,Dalam perjalanan ke Padang
RCD03953,SHP01249,arrived_at_hub,2023-01-23 10:40:00,Hub Padang,Arrived at distribution center
RCD03954,SHP01249,delivered,2023-01-23 21:41:00,Padang,Berhasil diserahkan ke penerima
RCD03955,SHP01250,pickup_confirmed,2022-06-09 00:00:00,Jakarta,Paket dijemput kurir
RCD03956,SHP01250,in_transit,2022-06-12 09:29:00,Transit Jakarta,Dalam perjalanan ke Surabaya
RCD03957,SHP01250,arrived_at_hub,2022-06-13 15:12:00,Hub Surabaya,
RCD03958,SHP01250,delivered,2022-06-13 22:54:00,Surabaya,Paket diterima oleh penerima
RCD03959,SHP01251,pickup_confirmed,2023-06-08 00:00:00,Surabaya,Paket dijemput kurir
RCD03960,SHP01251,in_transit,2023-06-08 09:13:00,Transit Surabaya,
RCD03961,SHP01251,arrived_at_hub,2023-06-08 21:44:00,Hub Manado,Sorting di hub Manado
RCD03962,SHP01252,pickup_confirmed,2023-04-07 00:00:00,Pekanbaru,
RCD03963,SHP01252,in_transit,2023-04-08 00:43:00,Transit Pekanbaru,Paket sedang dikirim menuju Medan
RCD03964,SHP01252,out_for_delivery,2023-04-09 06:35:00,Medan,
RCD03965,SHP01252,delivered,2023-04-09 07:48:00,Medan,
RCD03966,SHP01253,pickup_confirmed,2024-06-07 00:00:00,Makassar,Paket dijemput kurir
RCD03967,SHP01253,in_transit,2024-06-07 09:15:00,Transit Makassar,
RCD03968,SHP01253,arrived_at_hub,2024-06-07 17:51:00,Hub Balikpapan,Sorting di hub Balikpapan
RCD03969,SHP01253,delivered,2024-06-10 08:45:00,Balikpapan,
RCD03970,SHP01254,pickup_confirmed,2023-10-03 00:00:00,Jakarta,Kurir telah menjemput paket
RCD03971,SHP01254,in_transit,2023-10-04 14:57:00,Transit Jakarta,Dalam perjalanan ke Malang
RCD03972,SHP01254,arrived_at_hub,2023-10-05 05:19:00,Hub Malang,Sorting di hub Malang
RCD03973,SHP01254,delivered,2023-10-05 05:46:00,Malang,Paket diterima oleh penerima
RCD03974,SHP01255,pickup_confirmed,2022-02-02 00:00:00,Surabaya,Kurir telah menjemput paket
RCD03975,SHP01255,arrived_at_hub,2022-02-04 23:39:00,Hub Denpasar,Sorting di hub Denpasar
RCD03976,SHP01256,pickup_confirmed,2023-09-17 00:00:00,Palembang,Kurir telah menjemput paket
RCD03977,SHP01256,arrived_at_hub,2023-09-18 04:46:00,Hub Padang,Paket tiba di hub Padang
RCD03978,SHP01256,out_for_delivery,2023-09-18 14:27:00,Padang,Kurir berangkat untuk pengantaran
RCD03979,SHP01256,delivered,2023-09-19 12:28:00,Padang,Delivered successfully
RCD03980,SHP01257,pickup_confirmed,2023-03-11 00:00:00,Jakarta,
RCD03981,SHP01257,arrived_at_hub,2023-03-12 00:59:00,Hub Padang,
RCD03982,SHP01257,out_for_delivery,2023-03-12 15:28:00,Padang,Kurir berangkat untuk pengantaran
RCD03983,SHP01257,delivered,2023-03-13 21:25:00,Padang,Berhasil diserahkan ke penerima
RCD03984,SHP01258,pickup_confirmed,2024-05-01 00:00:00,Medan,
RCD03985,SHP01258,delivered,2024-05-03 19:31:00,Banda Aceh,Paket diterima oleh penerima
RCD03986,SHP01259,pickup_confirmed,2024-01-24 00:00:00,Denpasar,Paket dijemput kurir
RCD03987,SHP01259,arrived_at_hub,2024-01-28 05:56:00,Hub Makassar,Paket tiba di hub Makassar
RCD03988,SHP01259,delivered,2024-01-28 20:07:00,Makassar,Berhasil diserahkan ke penerima
RCD03989,SHP01260,pickup_confirmed,2024-08-31 00:00:00,Balikpapan,Paket dijemput kurir
RCD03990,SHP01260,in_transit,2024-08-31 21:28:00,Transit Balikpapan,Paket sedang dikirim menuju Samarinda
RCD03991,SHP01260,arrived_at_hub,2024-09-01 23:27:00,Hub Samarinda,
RCD03992,SHP01261,pickup_confirmed,2024-02-28 00:00:00,Palembang,
RCD03993,SHP01261,in_transit,2024-02-29 11:59:00,Transit Palembang,Paket sedang dikirim menuju Lampung
RCD03994,SHP01261,returned_to_sender,2024-03-01 01:09:00,Palembang,Dikembalikan setelah gagal antar
RCD03995,SHP01262,pickup_confirmed,2023-05-23 00:00:00,Bandung,
RCD03996,SHP01262,arrived_at_hub,2023-05-24 02:56:00,Hub Cirebon,Paket tiba di hub Cirebon
RCD03997,SHP01262,out_for_delivery,2023-05-24 08:50:00,Cirebon,
RCD03998,SHP01262,delivered,2023-05-24 17:12:00,Cirebon,Berhasil diserahkan ke penerima
RCD03999,SHP01263,pickup_confirmed,2023-03-09 00:00:00,Palembang,Kurir telah menjemput paket
RCD04000,SHP01263,in_transit,2023-03-09 19:44:00,Transit Palembang,Paket sedang dikirim menuju Jakarta
RCD04001,SHP01263,arrived_at_hub,2023-03-09 20:54:00,Hub Jakarta,Sorting di hub Jakarta
RCD04002,SHP01263,delivered,2023-03-09 21:43:00,Jakarta,Berhasil diserahkan ke penerima
RCD04003,SHP01264,pickup_confirmed,2024-08-31 00:00:00,Denpasar,Kurir telah menjemput paket
RCD04004,SHP01264,in_transit,2024-09-04 12:20:00,Transit Denpasar,
RCD04005,SHP01264,delivered,2024-09-05 00:28:00,Yogyakarta,Delivered successfully
RCD04006,SHP01265,pickup_confirmed,2023-11-05 00:00:00,Jakarta,Paket dijemput kurir
RCD04007,SHP01265,in_transit,2023-11-09 03:10:00,Transit Jakarta,
RCD04008,SHP01265,delivered,2023-11-09 11:07:00,Medan,Paket diterima oleh penerima
RCD04009,SHP01266,pickup_confirmed,2022-12-13 00:00:00,Pontianak,Pickup confirmed di lokasi pengirim
RCD04010,SHP01266,in_transit,2022-12-13 13:37:00,Transit Pontianak,Paket sedang dikirim menuju Singkawang
RCD04011,SHP01266,out_for_delivery,2022-12-14 00:06:00,Singkawang,Kurir berangkat untuk pengantaran
RCD04012,SHP01266,delivered,2022-12-14 23:54:00,Singkawang,
RCD04013,SHP01267,pickup_confirmed,2023-09-12 00:00:00,Yogyakarta,Pickup confirmed di lokasi pengirim
RCD04014,SHP01267,in_transit,2023-09-13 14:46:00,Transit Yogyakarta,Dalam perjalanan ke Solo
RCD04015,SHP01267,arrived_at_hub,2023-09-15 06:07:00,Hub Solo,Sorting di hub Solo
RCD04016,SHP01268,pickup_confirmed,2024-05-15 00:00:00,Jakarta,Paket dijemput kurir
RCD04017,SHP01268,arrived_at_hub,2024-05-15 19:08:00,Hub Pontianak,Sorting di hub Pontianak
RCD04018,SHP01269,pickup_confirmed,2022-05-23 00:00:00,Balikpapan,Paket dijemput kurir
RCD04019,SHP01269,arrived_at_hub,2022-05-25 17:42:00,Hub Makassar,Arrived at distribution center
RCD04020,SHP01269,delivered,2022-05-26 01:18:00,Makassar,Paket diterima oleh penerima
RCD04021,SHP01270,pickup_confirmed,2024-11-08 00:00:00,Palembang,
RCD04022,SHP01270,in_transit,2024-11-08 12:27:00,Transit Palembang,Transit menuju kota tujuan
RCD04023,SHP01270,out_for_delivery,2024-11-09 10:53:00,Lampung,Out for delivery
RCD04024,SHP01270,delivered,2024-11-11 02:07:00,Lampung,Paket diterima oleh penerima
RCD04025,SHP01271,pickup_confirmed,2023-02-22 00:00:00,Pekanbaru,Paket dijemput kurir
RCD04026,SHP01271,arrived_at_hub,2023-02-23 04:36:00,Hub Medan,
RCD04027,SHP01271,delivered,2023-02-24 10:40:00,Medan,Berhasil diserahkan ke penerima
RCD04028,SHP01272,pickup_confirmed,2023-06-22 00:00:00,Denpasar,Kurir telah menjemput paket
RCD04029,SHP01272,lost,2023-06-22 20:22:00,Hub Transit,Status: lost — investigasi
RCD04030,SHP01273,pickup_confirmed,2023-04-26 00:00:00,Makassar,Kurir telah menjemput paket
RCD04031,SHP01273,in_transit,2023-04-27 15:34:00,Transit Makassar,Transit menuju kota tujuan
RCD04032,SHP01273,arrived_at_hub,2023-04-30 02:16:00,Hub Manado,Arrived at distribution center
RCD04033,SHP01273,delivered,2023-05-03 22:38:00,Manado,Paket diterima oleh penerima
RCD04034,SHP01274,pickup_confirmed,2024-05-07 00:00:00,Surabaya,Paket dijemput kurir
RCD04035,SHP01274,arrived_at_hub,2024-05-09 05:26:00,Hub Pekanbaru,Paket tiba di hub Pekanbaru
RCD04036,SHP01274,delivered,2024-05-09 11:10:00,Pekanbaru,
RCD04037,SHP01275,pickup_confirmed,2024-01-24 00:00:00,Pontianak,
RCD04038,SHP01275,in_transit,2024-01-24 13:58:00,Transit Pontianak,Transit menuju kota tujuan
RCD04039,SHP01275,delivered,2024-01-25 13:24:00,Singkawang,Delivered successfully
RCD04040,SHP01276,pickup_confirmed,2022-04-22 00:00:00,Surabaya,
RCD04041,SHP01276,in_transit,2022-04-24 16:08:00,Transit Surabaya,
RCD04042,SHP01276,arrived_at_hub,2022-04-25 07:07:00,Hub Yogyakarta,Paket tiba di hub Yogyakarta
RCD04043,SHP01276,out_for_delivery,2022-04-25 12:58:00,Yogyakarta,Out for delivery
RCD04044,SHP01276,delivered,2022-04-25 22:56:00,Yogyakarta,
RCD04045,SHP01277,pickup_confirmed,2024-03-02 00:00:00,Denpasar,Pickup confirmed di lokasi pengirim
RCD04046,SHP01277,in_transit,2024-03-04 20:04:00,Transit Denpasar,
RCD04047,SHP01277,delivered,2024-03-05 03:30:00,Makassar,Berhasil diserahkan ke penerima
RCD04048,SHP01278,pickup_confirmed,2022-07-30 00:00:00,Surabaya,Pickup confirmed di lokasi pengirim
RCD04049,SHP01278,in_transit,2022-07-31 11:08:00,Transit Surabaya,Transit menuju kota tujuan
RCD04050,SHP01278,arrived_at_hub,2022-07-31 23:47:00,Hub Manado,Sorting di hub Manado
RCD04051,SHP01278,out_for_delivery,2022-08-03 08:18:00,Manado,Kurir berangkat untuk pengantaran
RCD04052,SHP01278,delivered,2022-08-03 17:41:00,Manado,Paket diterima oleh penerima
RCD04053,SHP01279,pickup_confirmed,2022-04-05 00:00:00,Palembang,
RCD04054,SHP01279,in_transit,2022-04-06 01:12:00,Transit Palembang,Paket sedang dikirim menuju Padang
RCD04055,SHP01279,delivered,2022-04-06 18:22:00,Padang,Berhasil diserahkan ke penerima
RCD04056,SHP01280,pickup_confirmed,2022-03-05 00:00:00,Pontianak,Kurir telah menjemput paket
RCD04057,SHP01280,in_transit,2022-03-06 00:20:00,Transit Pontianak,Paket sedang dikirim menuju Singkawang
RCD04058,SHP01280,delivered,2022-03-07 03:29:00,Singkawang,
RCD04059,SHP01281,pickup_confirmed,2024-04-29 00:00:00,Jakarta,
RCD04060,SHP01281,in_transit,2024-04-29 08:57:00,Transit Jakarta,Transit menuju kota tujuan
RCD04061,SHP01281,arrived_at_hub,2024-04-30 04:36:00,Hub Semarang,Arrived at distribution center
RCD04062,SHP01281,delivered,2024-04-30 23:28:00,Semarang,Berhasil diserahkan ke penerima
RCD04063,SHP01282,pickup_confirmed,2024-11-23 00:00:00,Bandung,Paket dijemput kurir
RCD04064,SHP01282,in_transit,2024-11-23 08:25:00,Transit Bandung,Dalam perjalanan ke Denpasar
RCD04065,SHP01282,out_for_delivery,2024-11-24 16:26:00,Denpasar,Kurir berangkat untuk pengantaran
RCD04066,SHP01282,delivered,2024-11-25 17:28:00,Denpasar,Paket diterima oleh penerima
RCD04067,SHP01283,pickup_confirmed,2025-01-10 00:00:00,Semarang,Pickup confirmed di lokasi pengirim
RCD04068,SHP01283,arrived_at_hub,2025-01-11 13:35:00,Hub Denpasar,
RCD04069,SHP01284,pickup_confirmed,2024-04-11 00:00:00,Makassar,Pickup confirmed di lokasi pengirim
RCD04070,SHP01284,in_transit,2024-04-12 21:53:00,Transit Makassar,Dalam perjalanan ke Surabaya
RCD04071,SHP01284,arrived_at_hub,2024-04-13 02:10:00,Hub Surabaya,Arrived at distribution center
RCD04072,SHP01284,delivered,2024-04-13 04:46:00,Surabaya,Berhasil diserahkan ke penerima
RCD04073,SHP01285,pickup_confirmed,2022-12-25 00:00:00,Pekanbaru,Pickup confirmed di lokasi pengirim
RCD04074,SHP01285,in_transit,2022-12-30 12:50:00,Transit Pekanbaru,
RCD04075,SHP01285,arrived_at_hub,2022-12-30 22:19:00,Hub Palembang,Paket tiba di hub Palembang
RCD04076,SHP01285,delivered,2023-01-02 17:31:00,Palembang,Delivered successfully
RCD04077,SHP01286,pickup_confirmed,2023-01-12 00:00:00,Surabaya,Paket dijemput kurir
RCD04078,SHP01286,in_transit,2023-01-15 19:51:00,Transit Surabaya,Paket sedang dikirim menuju Makassar
RCD04079,SHP01286,delivered,2023-01-15 21:13:00,Makassar,Paket diterima oleh penerima
RCD04080,SHP01287,pickup_confirmed,2022-10-20 00:00:00,Balikpapan,Paket dijemput kurir
RCD04081,SHP01287,arrived_at_hub,2022-10-21 03:36:00,Hub Samarinda,Arrived at distribution center
RCD04082,SHP01287,delivered,2022-10-21 23:05:00,Samarinda,Berhasil diserahkan ke penerima
RCD04083,SHP01288,pickup_confirmed,2024-07-28 00:00:00,Surabaya,Kurir telah menjemput paket
RCD04084,SHP01288,arrived_at_hub,2024-07-29 02:52:00,Hub Balikpapan,
RCD04085,SHP01288,out_for_delivery,2024-07-29 15:13:00,Balikpapan,Out for delivery
RCD04086,SHP01288,delivered,2024-07-30 00:57:00,Balikpapan,Berhasil diserahkan ke penerima
RCD04087,SHP01289,pickup_confirmed,2022-05-01 00:00:00,Surabaya,Kurir telah menjemput paket
RCD04088,SHP01289,delivered,2022-05-01 00:58:00,Bandung,
RCD04089,SHP01290,pickup_confirmed,2023-09-24 00:00:00,Denpasar,Paket dijemput kurir
RCD04090,SHP01290,in_transit,2023-09-24 00:24:00,Transit Denpasar,Paket sedang dikirim menuju Surabaya
RCD04091,SHP01290,arrived_at_hub,2023-09-24 00:48:00,Hub Surabaya,Sorting di hub Surabaya
RCD04092,SHP01290,delivered,2023-09-24 00:51:00,Surabaya,Paket diterima oleh penerima
RCD04093,SHP01291,pickup_confirmed,2024-01-23 00:00:00,Surabaya,Kurir telah menjemput paket
RCD04094,SHP01291,in_transit,2024-01-26 20:04:00,Transit Surabaya,Paket sedang dikirim menuju Manado
RCD04095,SHP01291,out_for_delivery,2024-01-28 16:24:00,Manado,Paket siap diantar ke alamat tujuan
RCD04096,SHP01291,delivered,2024-01-28 22:40:00,Manado,Paket diterima oleh penerima
RCD04097,SHP01292,pickup_confirmed,2022-10-28 00:00:00,Jakarta,Paket dijemput kurir
RCD04098,SHP01292,out_for_delivery,2022-10-30 19:39:00,Tangerang,Out for delivery
RCD04099,SHP01292,returned_to_sender,2022-11-03 17:38:00,Jakarta,Return to sender — pengantaran gagal 3x
RCD04100,SHP01293,pickup_confirmed,2024-03-30 00:00:00,Medan,Kurir telah menjemput paket
RCD04101,SHP01293,out_for_delivery,2024-03-30 00:14:00,Padang,
RCD04102,SHP01293,delivered,2024-03-30 00:45:00,Padang,Delivered successfully
RCD04103,SHP01294,pickup_confirmed,2024-12-19 00:00:00,Jakarta,Kurir telah menjemput paket
RCD04104,SHP01294,in_transit,2024-12-21 01:08:00,Transit Jakarta,Dalam perjalanan ke Balikpapan
RCD04105,SHP01294,arrived_at_hub,2024-12-21 09:17:00,Hub Balikpapan,Arrived at distribution center
RCD04106,SHP01295,pickup_confirmed,2022-12-23 00:00:00,Bandung,
RCD04107,SHP01295,out_for_delivery,2022-12-24 02:19:00,Malang,Out for delivery
RCD04108,SHP01295,delivered,2022-12-24 15:45:00,Malang,Delivered successfully
RCD04109,SHP01296,pickup_confirmed,2022-09-21 00:00:00,Bandung,Pickup confirmed di lokasi pengirim
RCD04110,SHP01296,in_transit,2022-09-21 10:59:00,Transit Bandung,Dalam perjalanan ke Semarang
RCD04111,SHP01296,delivered,2022-09-21 14:04:00,Semarang,Paket diterima oleh penerima
RCD04112,SHP01297,pickup_confirmed,2024-02-12 00:00:00,Medan,Kurir telah menjemput paket
RCD04113,SHP01297,delivered,2024-02-15 14:34:00,Batam,Delivered successfully
RCD04114,SHP01298,pickup_confirmed,2024-03-29 00:00:00,Palembang,Pickup confirmed di lokasi pengirim
RCD04115,SHP01298,in_transit,2024-03-29 16:17:00,Transit Palembang,Dalam perjalanan ke Jakarta
RCD04116,SHP01298,arrived_at_hub,2024-03-29 21:57:00,Hub Jakarta,Paket tiba di hub Jakarta
RCD04117,SHP01298,delivered,2024-03-31 16:16:00,Jakarta,Berhasil diserahkan ke penerima
RCD04118,SHP01299,pickup_confirmed,2024-12-11 00:00:00,Yogyakarta,Paket dijemput kurir
RCD04119,SHP01299,arrived_at_hub,2024-12-11 13:35:00,Hub Semarang,Paket tiba di hub Semarang
RCD04120,SHP01299,out_for_delivery,2024-12-12 16:22:00,Semarang,Out for delivery
RCD04121,SHP01299,delivered,2024-12-12 22:41:00,Semarang,
RCD04122,SHP01300,pickup_confirmed,2022-06-23 00:00:00,Bandung,Pickup confirmed di lokasi pengirim
RCD04123,SHP01300,arrived_at_hub,2022-06-23 23:17:00,Hub Semarang,Arrived at distribution center
RCD04124,SHP01300,out_for_delivery,2022-06-25 12:22:00,Semarang,Kurir berangkat untuk pengantaran
RCD04125,SHP01300,delivered,2022-06-25 21:13:00,Semarang,Delivered successfully
RCD04126,SHP01301,pickup_confirmed,2024-08-13 00:00:00,Makassar,Pickup confirmed di lokasi pengirim
RCD04127,SHP01301,arrived_at_hub,2024-08-16 12:11:00,Hub Manado,Arrived at distribution center
RCD04128,SHP01301,out_for_delivery,2024-08-18 01:07:00,Manado,Paket siap diantar ke alamat tujuan
RCD04129,SHP01301,delivered,2024-08-18 10:21:00,Manado,
RCD04130,SHP01302,pickup_confirmed,2022-05-25 00:00:00,Pontianak,
RCD04131,SHP01302,delivered,2022-05-25 00:29:00,Jakarta,
RCD04132,SHP01303,pickup_confirmed,2024-08-20 00:00:00,Jakarta,
RCD04133,SHP01303,delivered,2024-08-20 12:22:00,Tangerang,Paket diterima oleh penerima
RCD04134,SHP01304,pickup_confirmed,2022-10-05 00:00:00,Makassar,Kurir telah menjemput paket
RCD04135,SHP01304,in_transit,2022-10-05 07:28:00,Transit Makassar,Paket sedang dikirim menuju Kendari
RCD04136,SHP01304,out_for_delivery,2022-10-05 12:33:00,Kendari,Out for delivery
RCD04137,SHP01304,delivered,2022-10-05 17:33:00,Kendari,Paket diterima oleh penerima
RCD04138,SHP01305,pickup_confirmed,2022-03-05 00:00:00,Semarang,Pickup confirmed di lokasi pengirim
RCD04139,SHP01305,arrived_at_hub,2022-03-08 23:52:00,Hub Surabaya,
RCD04140,SHP01306,pickup_confirmed,2024-03-31 00:00:00,Yogyakarta,Kurir telah menjemput paket
RCD04141,SHP01306,in_transit,2024-03-31 12:23:00,Transit Yogyakarta,Transit menuju kota tujuan
RCD04142,SHP01306,out_for_delivery,2024-03-31 19:23:00,Malang,Paket siap diantar ke alamat tujuan
RCD04143,SHP01306,delivered,2024-03-31 20:19:00,Malang,
RCD04144,SHP01307,pickup_confirmed,2024-01-17 00:00:00,Balikpapan,Pickup confirmed di lokasi pengirim
RCD04145,SHP01307,in_transit,2024-01-17 12:25:00,Transit Balikpapan,Paket sedang dikirim menuju Makassar
RCD04146,SHP01307,arrived_at_hub,2024-01-18 00:54:00,Hub Makassar,Sorting di hub Makassar
RCD04147,SHP01307,out_for_delivery,2024-01-18 15:57:00,Makassar,
RCD04148,SHP01307,delivered,2024-01-18 19:03:00,Makassar,Berhasil diserahkan ke penerima
RCD04149,SHP01308,pickup_confirmed,2024-09-10 00:00:00,Denpasar,
RCD04150,SHP01308,in_transit,2024-09-11 00:16:00,Transit Denpasar,Transit menuju kota tujuan
RCD04151,SHP01308,delivered,2024-09-12 13:44:00,Surabaya,Delivered successfully
RCD04152,SHP01309,pickup_confirmed,2023-04-07 00:00:00,Jakarta,Paket dijemput kurir
RCD04153,SHP01309,in_transit,2023-04-09 16:21:00,Transit Jakarta,Dalam perjalanan ke Bandung
RCD04154,SHP01309,arrived_at_hub,2023-04-11 20:59:00,Hub Bandung,Sorting di hub Bandung
RCD04155,SHP01309,delivered,2023-04-12 04:30:00,Bandung,
RCD04156,SHP01310,pickup_confirmed,2023-02-07 00:00:00,Yogyakarta,Paket dijemput kurir
RCD04157,SHP01310,delivered,2023-02-08 08:33:00,Solo,
RCD04158,SHP01311,pickup_confirmed,2023-01-03 00:00:00,Yogyakarta,Kurir telah menjemput paket
RCD04159,SHP01311,out_for_delivery,2023-01-04 10:28:00,Semarang,Paket siap diantar ke alamat tujuan
RCD04160,SHP01311,returned_to_sender,2023-01-06 23:00:00,Yogyakarta,Dikembalikan setelah gagal antar
RCD04161,SHP01312,pickup_confirmed,2024-11-22 00:00:00,Jakarta,
RCD04162,SHP01312,arrived_at_hub,2024-11-23 08:19:00,Hub Banjarmasin,Paket tiba di hub Banjarmasin
RCD04163,SHP01312,out_for_delivery,2024-11-24 19:05:00,Banjarmasin,Out for delivery
RCD04164,SHP01312,delivered,2024-11-25 15:47:00,Banjarmasin,Delivered successfully
RCD04165,SHP01313,pickup_confirmed,2023-07-18 00:00:00,Denpasar,Pickup confirmed di lokasi pengirim
RCD04166,SHP01313,in_transit,2023-07-19 21:32:00,Transit Denpasar,Dalam perjalanan ke Lombok
RCD04167,SHP01313,arrived_at_hub,2023-07-20 14:18:00,Hub Lombok,Paket tiba di hub Lombok
RCD04168,SHP01313,delivered,2023-07-21 20:57:00,Lombok,Delivered successfully
RCD04169,SHP01314,pickup_confirmed,2024-12-30 00:00:00,Pekanbaru,Pickup confirmed di lokasi pengirim
RCD04170,SHP01314,in_transit,2024-12-30 00:30:00,Transit Pekanbaru,
RCD04171,SHP01314,out_for_delivery,2024-12-30 00:32:00,Padang,Paket siap diantar ke alamat tujuan
RCD04172,SHP01314,delivered,2024-12-30 00:40:00,Padang,
RCD04173,SHP01315,pickup_confirmed,2022-05-27 00:00:00,Surabaya,Paket dijemput kurir
RCD04174,SHP01315,in_transit,2022-05-28 01:30:00,Transit Surabaya,Paket sedang dikirim menuju Manado
RCD04175,SHP01315,arrived_at_hub,2022-05-28 12:03:00,Hub Manado,
RCD04176,SHP01315,out_for_delivery,2022-05-28 14:01:00,Manado,Out for delivery
RCD04177,SHP01315,delivered,2022-05-28 14:17:00,Manado,Delivered successfully
RCD04178,SHP01316,pickup_confirmed,2025-01-07 00:00:00,Pekanbaru,Kurir telah menjemput paket
RCD04179,SHP01316,in_transit,2025-01-07 06:47:00,Transit Pekanbaru,Dalam perjalanan ke Palembang
RCD04180,SHP01316,arrived_at_hub,2025-01-09 17:05:00,Hub Palembang,Arrived at distribution center
RCD04181,SHP01316,delivered,2025-01-10 10:26:00,Palembang,Paket diterima oleh penerima
RCD04182,SHP01317,pickup_confirmed,2023-12-27 00:00:00,Bandung,
RCD04183,SHP01317,out_for_delivery,2023-12-28 15:18:00,Surabaya,Paket siap diantar ke alamat tujuan
RCD04184,SHP01317,delivered,2023-12-29 09:04:00,Surabaya,Paket diterima oleh penerima
RCD04185,SHP01318,pickup_confirmed,2023-07-10 00:00:00,Semarang,Paket dijemput kurir
RCD04186,SHP01318,arrived_at_hub,2023-07-14 23:56:00,Hub Medan,
RCD04187,SHP01318,out_for_delivery,2023-07-16 08:57:00,Medan,Kurir berangkat untuk pengantaran
RCD04188,SHP01318,delivered,2023-07-17 17:34:00,Medan,Paket diterima oleh penerima
RCD04189,SHP01319,pickup_confirmed,2022-04-14 00:00:00,Medan,
RCD04190,SHP01319,delivered,2022-04-15 23:53:00,Pekanbaru,Delivered successfully
RCD04191,SHP01320,pickup_confirmed,2023-05-25 00:00:00,Jakarta,Paket dijemput kurir
RCD04192,SHP01320,delivered,2023-05-26 00:03:00,Bogor,Paket diterima oleh penerima
RCD04193,SHP01321,pickup_confirmed,2022-11-25 00:00:00,Surabaya,Paket dijemput kurir
RCD04194,SHP01321,in_transit,2022-11-25 10:14:00,Transit Surabaya,Paket sedang dikirim menuju Malang
RCD04195,SHP01321,out_for_delivery,2022-11-27 09:42:00,Malang,Paket siap diantar ke alamat tujuan
RCD04196,SHP01321,delivered,2022-11-27 17:34:00,Malang,
RCD04197,SHP01322,pickup_confirmed,2022-02-13 00:00:00,Surabaya,Kurir telah menjemput paket
RCD04198,SHP01322,in_transit,2022-02-13 01:48:00,Transit Surabaya,Transit menuju kota tujuan
RCD04199,SHP01322,arrived_at_hub,2022-02-13 14:36:00,Hub Pekanbaru,Paket tiba di hub Pekanbaru
RCD04200,SHP01323,pickup_confirmed,2022-07-05 00:00:00,Balikpapan,Kurir telah menjemput paket
RCD04201,SHP01323,in_transit,2022-07-08 03:13:00,Transit Balikpapan,Paket sedang dikirim menuju Pontianak
RCD04202,SHP01323,arrived_at_hub,2022-07-11 06:38:00,Hub Pontianak,
RCD04203,SHP01323,out_for_delivery,2022-07-12 22:31:00,Pontianak,Paket siap diantar ke alamat tujuan
RCD04204,SHP01323,delivered,2022-07-13 07:20:00,Pontianak,Delivered successfully
RCD04205,SHP01324,pickup_confirmed,2024-05-05 00:00:00,Bandung,
RCD04206,SHP01324,delivered,2024-05-06 19:51:00,Malang,
RCD04207,SHP01325,pickup_confirmed,2022-04-20 00:00:00,Surabaya,Kurir telah menjemput paket
RCD04208,SHP01325,arrived_at_hub,2022-04-21 05:34:00,Hub Makassar,Paket tiba di hub Makassar
RCD04209,SHP01326,pickup_confirmed,2022-12-11 00:00:00,Yogyakarta,Paket dijemput kurir
RCD04210,SHP01326,in_transit,2022-12-11 00:16:00,Transit Yogyakarta,
RCD04211,SHP01326,out_for_delivery,2022-12-11 00:18:00,Malang,Out for delivery
